,0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Centroid,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_FFT mean coefficient_0,0_FFT mean coefficient_1,0_FFT mean coefficient_10,0_FFT mean coefficient_11,0_FFT mean coefficient_12,0_FFT mean coefficient_13,0_FFT mean coefficient_14,0_FFT mean coefficient_15,0_FFT mean coefficient_16,0_FFT mean coefficient_17,0_FFT mean coefficient_18,0_FFT mean coefficient_19,0_FFT mean coefficient_2,0_FFT mean coefficient_20,0_FFT mean coefficient_21,0_FFT mean coefficient_22,0_FFT mean coefficient_23,0_FFT mean coefficient_24,0_FFT mean coefficient_25,0_FFT mean coefficient_26,0_FFT mean coefficient_27,0_FFT mean coefficient_28,0_FFT mean coefficient_29,0_FFT mean coefficient_3,0_FFT mean coefficient_30,0_FFT mean coefficient_31,0_FFT mean coefficient_32,0_FFT mean coefficient_33,0_FFT mean coefficient_34,0_FFT mean coefficient_35,0_FFT mean coefficient_36,0_FFT mean coefficient_37,0_FFT mean coefficient_38,0_FFT mean coefficient_39,0_FFT mean coefficient_4,0_FFT mean coefficient_40,0_FFT mean coefficient_41,0_FFT mean coefficient_42,0_FFT mean coefficient_5,0_FFT mean coefficient_6,0_FFT mean coefficient_7,0_FFT mean coefficient_8,0_FFT mean coefficient_9,0_Fundamental frequency,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Human range energy,0_Interquartile range,0_Kurtosis,0_LPCC_0,0_LPCC_1,0_LPCC_10,0_LPCC_11,0_LPCC_12,0_LPCC_2,0_LPCC_3,0_LPCC_4,0_LPCC_5,0_LPCC_6,0_LPCC_7,0_LPCC_8,0_LPCC_9,0_MFCC_0,0_MFCC_1,0_MFCC_10,0_MFCC_11,0_MFCC_2,0_MFCC_3,0_MFCC_4,0_MFCC_5,0_MFCC_6,0_MFCC_7,0_MFCC_8,0_MFCC_9,0_Max,0_Max power spectrum,0_Maximum frequency,0_Mean,0_Mean absolute deviation,0_Mean absolute diff,0_Mean diff,0_Median,0_Median absolute deviation,0_Median absolute diff,0_Median diff,0_Median frequency,0_Min,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Power bandwidth,0_Root mean square,0_Signal distance,0_Skewness,0_Slope,0_Spectral centroid,0_Spectral decrease,0_Spectral distance,0_Spectral entropy,0_Spectral kurtosis,0_Spectral positive turning points,0_Spectral roll-off,0_Spectral roll-on,0_Spectral skewness,0_Spectral slope,0_Spectral spread,0_Spectral variation,0_Standard deviation,0_Sum absolute diff,0_Total energy,0_Variance,0_Wavelet absolute mean_0,0_Wavelet absolute mean_1,0_Wavelet absolute mean_2,0_Wavelet absolute mean_3,0_Wavelet absolute mean_4,0_Wavelet absolute mean_5,0_Wavelet absolute mean_6,0_Wavelet absolute mean_7,0_Wavelet absolute mean_8,0_Wavelet energy_0,0_Wavelet energy_1,0_Wavelet energy_2,0_Wavelet energy_3,0_Wavelet energy_4,0_Wavelet energy_5,0_Wavelet energy_6,0_Wavelet energy_7,0_Wavelet energy_8,0_Wavelet entropy,0_Wavelet standard deviation_0,0_Wavelet standard deviation_1,0_Wavelet standard deviation_2,0_Wavelet standard deviation_3,0_Wavelet standard deviation_4,0_Wavelet standard deviation_5,0_Wavelet standard deviation_6,0_Wavelet standard deviation_7,0_Wavelet standard deviation_8,0_Wavelet variance_0,0_Wavelet variance_1,0_Wavelet variance_2,0_Wavelet variance_3,0_Wavelet variance_4,0_Wavelet variance_5,0_Wavelet variance_6,0_Wavelet variance_7,0_Wavelet variance_8,0_Zero crossing rate
31,492650620.0,819.96,492650620.0,0.7835315,16.0,67.0,0.0,1266.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.48017812,79462.13,846840.8,16750.117,16131.346,14699.192,13240.946,11821.125,9865.861,7554.21,5357.31,3367.7595,1844.9894,427584.88,1127.2251,1292.7397,1832.7452,2122.3206,2100.3774,2150.129,2679.1511,3809.529,5139.2,6168.9185,142016.05,6633.242,6574.6187,6035.6772,5321.82,4978.733,5228.187,5848.7915,6879.315,8559.577,10698.326,36417.508,12323.678,12915.789,6476.4067,14105.09,14892.753,18025.752,17768.758,16875.385,1.2195122,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2.0,0.5526251,451.5,3.9856846,0.008351901,0.8502442,0.5955244,0.73014075,0.8502442,0.73014075,0.5955244,0.009234326,0.02278038,0.026148885,0.026148885,0.02278038,0.009234326,-20.017231,68.87815,54.17016,1.41031,-41.554348,-82.715096,-0.7261758,93.21685,-73.3466,119.00458,-27.981571,11.982113,8578.0,0.092646904,43.90244,1014.2262,1523.1887,289.90363,77.084335,0.0,0.0,0.0,0.0,4.878049,0.0,9.0,0.0,8578.0,12.0,2.3809524,2421.7532,24108.236,2.2822473,60.06829,11.6761055,-0.40772775,-6797959.5,0.5572642,3.6524582,3.0,43.90244,0.0,1.3863839,-0.001451906,14.314646,0.008687482,2199.1438,24062.0,593555000.0,4836233.5,68.5495,223.28307,396.6126,543.3352,664.3472,767.6466,855.5946,928.4982,987.06335,636.6426,1570.4009,2485.8533,3132.2449,3709.5737,4279.5737,4815.1064,5286.833,5684.2065,2.0080755,632.94135,1554.4464,2454.0098,3084.7603,3649.6,4210.1626,4738.482,5204.6606,5597.849,400614.78,2416303.8,6022164.5,9515745.0,13319581.0,17725470.0,22453210.0,27088492.0,31335912.0,9.0
32,114.0,0.22,114.0,0.7954386,0.0,0.0,0.0,0.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.08323476,0.013614537,0.03643761,0.0015232903,0.0009932098,0.001766073,0.003918786,0.006822706,0.009426684,0.010657805,0.010013023,0.007876789,0.005251778,0.024060955,0.0032215563,0.0025184862,0.003280625,0.005041006,0.0069722007,0.008243419,0.0083279535,0.007199155,0.005339307,0.0034978434,0.012149282,0.0023093384,0.0019907919,0.002265192,0.002557891,0.0024072593,0.0018655369,0.0015999095,0.0025756804,0.005468562,0.010125451,0.004970461,0.015413727,0.019620096,0.010611747,0.0021101006,0.0016319104,0.0021948044,0.0027459862,0.0024636684,1.2195122,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.1925487,0.0,27.856386,0.019023757,0.28857562,0.033196192,0.41763544,0.28857562,0.41763544,0.033196192,0.25581205,0.19469288,0.19259214,0.19259214,0.19469288,0.25581205,-41.477085,18.247917,25.446754,174.7305,-94.9037,87.67338,-19.381104,127.81875,0.16364159,-130.74052,115.78537,167.48392,8.0,0.024011627,48.780487,0.26190478,0.48639455,0.43373495,0.0,0.0,0.0,0.0,0.0,18.292683,0.0,3.0,0.0,8.0,5.0,34.52381,1.1649648,110.953094,5.1393256,0.01662448,21.913788,-0.08886917,-1230.926,0.9013869,1.6885186,2.0,48.780487,0.0,0.3239034,-0.00033630486,16.80896,0.009930815,1.1351426,36.0,137.3494,1.2885487,0.041557316,0.11054132,0.15379389,0.18148905,0.19958182,0.21170521,0.21966997,0.22435352,0.22650968,0.8094708,0.9691794,1.1793902,1.3414137,1.459718,1.563531,1.6491134,1.7147243,1.762837,2.1238966,0.8084033,0.9628548,1.1693197,1.3290796,1.4460096,1.5491321,1.6344173,1.6999837,1.7482243,0.6535159,0.92708933,1.3673086,1.7664526,2.0909438,2.3998103,2.67132,2.8899448,3.0562878,8.0
33,12693.0,4.545,12693.0,0.7386654,16.0,67.0,0.0,6.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.34823778,0.23513404,36.195156,0.27421826,0.269917,0.2522578,0.12494906,0.038694933,0.1180515,0.30722117,0.42447835,0.2644724,0.028489025,15.072505,0.04148461,0.24145553,0.60169274,1.0571893,1.3416138,1.3230264,1.02344,0.6835957,0.60848254,0.91831267,5.488647,1.6141908,2.3804874,2.628357,2.3119693,1.7474301,1.0641052,0.6760299,0.70016307,0.7033354,0.55778545,2.704295,0.35036346,0.16980919,0.05186767,2.0444012,2.2498138,2.2833164,1.4352401,0.57122004,1.2195122,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,0.5914356,3.0,2.8054929,0.06830693,0.18195292,0.82975876,0.49689424,0.18195292,0.49689424,0.82975876,0.07095719,0.28906858,0.14871019,0.14871019,0.28906858,0.07095719,-60.60524,24.450188,141.8397,-32.863266,139.59436,-70.50413,53.619427,-12.105254,129.34726,-84.943115,-84.82201,188.86179,43.0,0.12159797,45.121952,5.5119047,8.030329,4.445783,0.20481928,0.0,0.0,0.0,0.0,8.536586,0.0,9.0,1.0,43.0,11.0,38.095238,12.292564,424.59412,2.002971,0.29441127,17.330315,-0.42100272,-22969.695,0.6227106,1.5745789,5.0,45.121952,0.0,0.46957597,-0.0008357665,17.029863,0.0154773705,10.98754,369.0,15292.771,120.72605,0.12916842,0.60036564,1.3151778,2.2106085,3.1452453,4.0036097,4.74974,5.386913,5.927127,5.06367,5.372718,8.9317665,12.700087,16.207556,19.430424,22.373117,25.012419,27.340944,2.0212195,5.0620227,5.339069,8.834408,12.506215,15.899444,19.013481,21.863127,24.425444,26.690756,25.624073,28.505657,78.04677,156.40541,252.79231,361.51248,477.99634,596.6023,712.3964,15.0
34,3.0,0.03,3.0,0.70666665,0.0,0.0,0.0,0.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.03477375,1.9841269e-05,0.0028635277,0.00035365066,0.00022968491,0.0001814756,0.00020019528,0.00028047102,0.00041517647,0.0005864422,0.0007767791,0.0009716743,0.0011527166,0.0021927592,0.001302452,0.0014105841,0.0014697612,0.0014742385,0.0014247386,0.0013277754,0.0011915563,0.0010265923,0.00084656087,0.00066532206,0.0018083715,0.00049491745,0.00034591972,0.00022665657,0.00014177442,9.2201815e-05,7.5646734e-05,8.690752e-05,0.00011852781,0.00016165376,0.00020703596,0.0017727567,0.00024631483,0.00027289113,0.00014115039,0.0017117161,0.0014324896,0.0010713224,0.0007735681,0.0005415034,1.2195122,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,3.0,0.13734931,0.0,23.037037,0.025215928,0.44580582,0.34043124,0.13550752,0.44580582,0.13550752,0.34043124,0.3728886,0.12344714,0.11103422,0.11103422,0.12344714,0.3728886,-30.217955,-91.43532,114.84378,64.66326,85.66262,116.96262,-63.653915,43.644943,-84.537674,69.32665,69.98592,100.64937,1.0,0.028966283,46.341465,0.035714287,0.06887755,0.04819277,0.0,0.0,0.0,0.0,0.0,21.95122,0.0,0.0,0.0,1.0,1.0,32.142857,0.18898223,84.65685,5.003702,0.001771793,20.60776,-0.05282744,-275.55273,0.9066677,1.9457146,1.0,46.341465,1.2195122,0.1881601,-0.0004786228,14.195486,0.0038580175,0.18557687,4.0,3.6144578,0.034438774,4.7449888e-07,1.3028371e-06,0.00023025983,0.0027391014,0.009543287,0.01961315,0.0305082,0.040459447,0.048735976,0.19162764,0.16362467,0.22363444,0.26200545,0.28098857,0.28831974,0.29006648,0.29036137,0.29093897,2.1341808,0.19162764,0.16362467,0.22363432,0.2619911,0.28082645,0.28765187,0.28845766,0.28752872,0.28682798,0.036721148,0.026773036,0.05001231,0.068639345,0.0788635,0.0827436,0.083207816,0.08267277,0.082270294,4.0
35,2311312400.0,1316.465,2311312400.0,0.791607,16.0,67.0,0.0,44.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.4528019,408199.6,1844304.9,52431.293,73627.375,108870.97,148561.12,183766.22,210225.67,220946.9,209284.7,179634.58,143551.22,1235029.1,112820.45,93915.375,86487.15,89558.875,99749.27,110525.39,121457.81,133972.08,147116.8,157456.4,683888.44,155761.75,141585.69,124208.08,107992.336,96965.984,90441.35,85689.01,83326.05,82947.836,86023.664,357288.34,92671.19,98301.39,50288.637,210431.58,140451.22,94147.37,63701.707,49273.125,1.2195122,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,8.0,0.3546443,19.0,6.944584,0.054053612,0.29503846,0.09205082,0.47509712,0.29503846,0.47509712,0.09205082,0.17523508,0.28972575,0.33290815,0.33290815,0.28972575,0.17523508,-68.27992,-23.488668,-7.432995,-20.504934,-55.716007,-3.079037,202.11914,252.8343,96.18609,92.411125,106.85735,57.204605,20341.0,0.048312407,46.341465,1674.2858,2869.2585,1274.9036,216.71085,0.0,0.0,2.0,0.0,14.634147,0.0,13.0,1.0,20341.0,21.0,5.952381,5245.5337,105853.88,2.944269,104.79797,18.665892,-0.18254642,-9719617.0,0.78934866,1.8060206,3.0,46.341465,0.0,0.49488539,-0.00069022854,16.227385,0.0099056475,4971.156,105817.0,2784713700.0,24712392.0,184.39612,440.75958,669.9286,917.11096,1126.9095,1282.2283,1388.8788,1457.5088,1498.4365,3163.2244,3829.3706,4332.7427,6098.641,7663.9707,8850.8545,9715.975,10338.759,10785.954,2.056364,3157.8452,3803.9204,4280.637,6029.289,7580.668,8757.483,9616.193,10235.507,10681.361,9971987.0,14469810.0,18323854.0,36352330.0,57466524.0,76693510.0,92471170.0,104765600.0,114091490.0,37.0
36,3796.0,2.295,3796.0,0.71952057,16.0,67.0,0.0,5.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.30130354,0.00040304486,9.718557,0.55024576,0.6613076,0.39048532,0.10644783,0.21899022,0.6113471,0.8961527,0.90254796,0.7611677,0.66981536,2.1242788,0.7053303,0.8765652,1.0936975,1.0619701,0.6304494,0.17305098,0.06532514,0.0941718,0.029932879,0.11535435,0.017177917,0.37441286,0.35974774,0.07739437,0.056629658,0.27514645,0.29123726,0.3196057,0.7259323,0.9739177,0.6188069,0.22496414,0.4288228,0.9967192,0.72388095,0.39987642,0.2817335,0.0676208,0.017008161,0.20878783,1.2195122,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,0.4957566,1.25,10.941587,0.06714502,0.1518249,0.031160003,0.41628388,0.1518249,0.41628388,0.031160003,0.5141003,0.36396217,0.2437518,0.2437518,0.36396217,0.5141003,-54.461796,-33.55058,153.13126,-103.80416,-84.67744,170.99033,35.066063,31.86091,144.89703,197.44972,65.82081,40.895473,36.0,0.12273616,48.780487,2.7380953,4.053288,2.879518,0.012048192,0.0,0.0,0.0,0.0,20.731707,0.0,6.0,0.0,36.0,9.0,44.04762,6.7223864,298.97052,3.0884829,0.12868279,20.993898,-0.32310414,-8224.754,0.7996681,1.737684,7.0,48.780487,0.0,0.27317905,-0.00043654523,16.761469,0.058307003,6.1394877,239.0,4573.494,37.69331,0.009570504,0.15362306,0.47002074,0.82554525,1.179253,1.5310696,1.879753,2.2265103,2.5702,5.059166,4.483717,4.1893387,4.7700505,5.5061574,6.313615,7.4567637,8.868559,10.353614,2.106681,5.059157,4.4810843,4.1628885,4.6980696,5.3783946,6.125158,7.215945,8.58452,10.029527,25.595068,20.080118,17.32964,22.07186,28.92713,37.51756,52.069855,73.693985,100.5914,13.0
37,1390.0,1.01,1390.0,0.75208634,16.0,67.0,0.0,0.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.14590167,0.027120154,2.0146613,0.19593275,0.19801307,0.21555488,0.25069463,0.2994241,0.35118887,0.38368627,0.37225232,0.30796418,0.20623088,1.2214383,0.10167186,0.032842077,0.02054393,0.05393345,0.09880407,0.1216397,0.110142834,0.07665431,0.043506395,0.02378571,0.6047608,0.015000366,0.008414964,0.0015566584,0.0016661976,0.017980726,0.050981417,0.08938318,0.11735717,0.124774225,0.11246741,0.338626,0.090230495,0.07057201,0.031448856,0.23255022,0.15701286,0.133202,0.16219932,0.19075875,1.2195122,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.32922783,0.0,10.497713,0.02063068,0.2265942,0.18261506,0.19237182,0.2265942,0.19237182,0.18261506,0.4001902,0.13004486,0.2247393,0.2247393,0.13004486,0.4001902,-42.987938,-54.435493,90.9537,-51.627914,-77.86808,155.30452,28.19931,17.248539,124.04996,51.132713,137.58015,173.33167,20.0,0.058506146,47.560974,1.2619047,2.1933107,1.5180722,0.12048193,0.0,0.0,0.0,0.0,20.731707,0.0,3.0,0.0,20.0,4.0,22.619047,4.0678763,195.45064,3.3431542,0.07072998,21.216337,-0.17538528,-5151.8115,0.87289745,1.8015709,5.0,47.560974,0.0,0.21827982,-0.00041230605,15.729465,0.023874762,3.8671973,126.0,1674.6989,14.955215,0.005257206,0.14979017,0.29492775,0.45443776,0.6445456,0.8609825,1.075797,1.2654327,1.4202688,3.4920266,3.0974076,3.1452742,3.395947,4.1132913,5.088502,6.0146995,6.791754,7.4140835,2.0978992,3.4920228,3.0937836,3.131416,3.3654037,4.062478,5.015133,5.917708,6.6728253,7.2767763,12.194222,9.571497,9.805767,11.325942,16.503727,25.15156,35.019268,44.5266,52.951473,11.0
38,10241.0,2.315,10241.0,0.8143453,16.0,67.0,0.0,0.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.23563756,2.1987104,4.4813604,0.012369986,0.08274402,0.16816357,0.133176,0.04618544,0.011630331,0.0023766789,0.022952592,0.08727928,0.112775646,1.9704559,0.064961925,0.011904674,0.009501971,0.097846925,0.2052413,0.18605958,0.14635047,0.2281645,0.271868,0.1929328,0.80170596,0.110760845,0.056284107,0.03741633,0.09079155,0.16506499,0.23082793,0.3023211,0.3092692,0.24530002,0.24845149,0.26565477,0.27192134,0.14206006,0.013524995,0.04484962,0.022848185,0.051547434,0.06473635,0.043153904,1.2195122,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.291063,0.0,36.807713,0.0033968077,0.2779248,0.2974746,0.23413424,0.2779248,0.23413424,0.2974746,0.22823963,0.014224164,0.088681154,0.088681154,0.014224164,0.22823963,-3.0526326,-15.393548,8.563864,-107.39547,-4.6219482,122.323074,-66.720184,66.96392,-12.648035,49.500095,-87.042755,26.8926,83.0,0.03655873,47.560974,3.25,5.25,2.6385543,1.0,0.0,0.0,0.0,0.0,18.292683,0.0,6.0,0.0,83.0,9.0,33.333332,11.041588,281.4691,5.5778995,0.2023995,20.408142,-0.15025021,-16738.137,0.8943745,1.7840973,5.0,47.560974,0.0,0.30514088,-0.0005003753,15.82375,0.01155373,10.552448,219.0,12338.555,111.354164,0.22944628,0.6358542,1.0272989,1.3279321,1.5710572,1.7730658,1.9384286,2.0704541,2.174357,6.5834656,7.1467457,9.895624,11.748198,13.248729,14.622057,15.818984,16.81137,17.626053,2.0817432,6.579466,7.1184034,9.842156,11.672907,13.15525,14.514157,15.699769,16.683388,17.491425,43.28937,50.671665,96.86804,136.25674,173.0606,210.66078,246.48274,278.33542,305.94992,13.0
39,1.0,0.01,1.0,0.65,0.0,0.0,0.0,0.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.014575515,2.2045856e-06,0.00029635068,0.00028231755,0.0002830664,0.00028218696,0.00028266432,0.00028247366,0.00028193207,0.00028218696,0.00028206236,0.0002819503,0.00028223344,0.00022814253,0.00028218696,0.00028218696,0.00028232957,0.00028221338,0.00028218696,0.0002822268,0.00028212112,0.0002821421,0.00028218696,0.00028214254,0.00026326528,0.00028220078,0.0002822275,0.00028218696,0.0002822216,0.00028220427,0.00028215937,0.00028218696,0.00028216702,0.00028215378,0.00028219898,0.00031243346,0.00028218696,0.00028219097,0.00014111245,0.00029799945,0.00027484627,0.0002783935,0.00028218696,0.00028049498,3.6585367,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.04761905,0.0,79.01205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.187817,-43.123375,138.4965,141.33936,-19.642443,7.5251803,33.441055,58.961185,80.53285,103.30865,119.61873,131.92345,1.0,0.0148562975,47.560974,0.011904762,0.023526076,0.024096385,0.0,0.0,0.0,0.0,0.0,25.609756,0.0,0.0,1.0,1.0,1.0,45.238094,0.10910895,83.82843,9.0006695,0.00047585298,25.0,-1.4296915e-17,-21.0,0.9935528,1.7986387,7.0,47.560974,2.4390244,7.04004e-16,-4.494682e-19,14.781608,0.0,0.10845754,2.0,1.2048193,0.011763038,1.5816629e-07,4.3427903e-07,6.023466e-07,3.9232477e-06,0.00012579755,0.0008375074,0.0025676878,0.0052213403,0.008382608,0.10844257,0.10910895,0.10910895,0.10910894,0.109106906,0.10904542,0.10867203,0.10773345,0.10631958,2.162838,0.10844257,0.10910895,0.10910895,0.10910894,0.10910683,0.109042205,0.10864169,0.10760685,0.10598861,0.01175979,0.011904762,0.011904762,0.011904761,0.0119043,0.011890203,0.011803017,0.011579234,0.011233585,2.0
40,3.0,0.03,3.0,0.75,0.0,0.0,0.0,0.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.03477375,4.285238e-05,0.001347966,0.0005941006,0.00018564101,1.4706764e-06,0.00013074666,0.00048647082,0.00085008895,0.0010070937,0.00087465806,0.000536322,0.000186036,0.00063839665,1.5659762e-05,0.00010317689,0.00037445116,0.0006584373,0.00079038943,0.00070324185,0.00045877584,0.00020084478,6.518084e-05,0.000105349034,0.00012115245,0.00027298633,0.00045662894,0.0005524505,0.0005207853,0.00039646027,0.0002562418,0.00016936049,0.00016156229,0.00021255587,0.0002813859,8.3133355e-06,0.00033549522,0.00036412274,0.00018608497,0.00019821679,0.0005665428,0.000965042,0.0011590394,0.0010024261,1.2195122,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,3.0,0.12939121,0.0,23.037037,0.069569945,0.27707547,0.27850753,0.2381082,0.27707547,0.2381082,0.27850753,0.1046966,0.13606794,0.007899262,0.007899262,0.13606794,0.1046966,-32.011703,-60.740932,294.06418,-27.162558,-46.25543,-15.107398,-2.584774,6.5486655,38.613598,50.584087,-42.293858,480.08276,1.0,0.018386314,47.560974,0.035714287,0.06887755,0.04819277,0.0,0.0,0.0,0.0,0.0,19.512196,0.0,0.0,0.0,1.0,1.0,46.42857,0.18898223,84.65685,5.003702,0.0020350309,21.061932,-0.06805692,-249.72844,0.90681875,2.01086,5.0,47.560974,1.2195122,0.32818067,-0.0004291318,14.342495,0.039194606,0.18557687,4.0,3.6144578,0.034438774,8.437957e-06,0.005457922,0.0172992,0.024520908,0.028278774,0.03124391,0.034327168,0.03738924,0.040141374,0.19251305,0.23083611,0.23066251,0.18567505,0.15251984,0.15169542,0.1681964,0.1876471,0.20483916,2.1777744,0.19251305,0.23077159,0.2300129,0.18404877,0.14987533,0.14844297,0.16465624,0.18388443,0.20086749,0.037061274,0.05325552,0.052905932,0.033873953,0.022462614,0.022035316,0.027111674,0.03381348,0.04034775,4.0
41,853560.0,38.64,853560.0,0.76869017,16.0,67.0,0.0,108.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.4727287,108.21452,1924.261,32.47773,71.4101,87.32768,67.50017,34.810806,11.950223,4.467233,5.8776054,8.518666,7.22685,555.2211,3.0005796,1.7629482,4.1019216,6.58313,8.577786,8.630323,8.293073,10.81392,16.912258,20.92334,27.0112,15.862553,6.3888416,0.72921485,2.276143,7.1172504,9.414715,7.84994,6.254462,10.829967,19.898363,17.536676,21.818132,13.668711,3.940939,43.832314,43.779083,24.638624,4.834334,4.7136674,1.2195122,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,4.0,0.63914394,67.25,3.4276977,0.06014128,0.78683996,0.13656239,0.90177196,0.78683996,0.90177196,0.13656239,0.15668371,0.10539622,0.1889087,0.1889087,0.10539622,0.15668371,-28.306097,35.03429,-55.006508,-16.869946,-32.516785,22.854425,-36.619587,318.93732,-36.221363,149.74028,46.652664,-277.86078,401.0,0.13933785,47.560974,47.95238,66.69161,18.915663,3.9518073,0.0,0.0,0.0,0.0,6.097561,0.0,7.0,1.0,401.0,9.0,11.904762,100.80391,1620.888,2.0132756,2.6396883,13.490868,-0.48853868,-262950.9,0.59435284,2.9923275,7.0,47.560974,0.0,1.1519346,-0.0012541513,15.460875,0.032001235,88.66791,1570.0,1028385.56,7861.9976,2.855012,8.682698,14.430001,19.355202,23.779085,28.117205,32.51439,36.915356,41.169678,33.103554,68.35579,96.82803,115.179146,124.86753,134.57582,150.31145,171.18846,193.80243,2.0697627,32.98021,67.8021,95.746765,113.54124,122.58244,131.60576,146.75267,167.16084,189.37909,1087.6941,4597.125,9167.442,12891.612,15026.455,17320.074,21536.344,27942.746,35864.44,5.0
42,55498.0,6.375,55498.0,0.7954665,16.0,67.0,0.0,2.0,0.011904762,0.023809524,0.035714287,0.04761905,0.05952381,0.071428575,0.083333336,0.0952381,0.10714286,0.11904762,0.30502826,6.935569,33.25893,0.79178363,1.2101405,1.6798619,2.6061723,2.396595,2.3059602,3.1671584,3.8114483,4.4634004,4.056053,13.339821,1.8412663,0.33694994,0.9348801,1.3321064,0.50763935,0.87104106,3.2059512,5.077453,2.9656687,0.6412242,7.28507,0.6094039,2.2400665,1.1152854,1.3795542,2.2410514,1.482562,1.6820892,2.6006775,2.960399,2.4585638,5.13781,1.4853722,0.26717436,0.09651284,3.9789615,2.853485,0.9849457,0.54661596,0.84965575,1.2195122,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,0.29603776,1.25,18.254896,0.040583953,0.0270274,0.28597912,0.47740442,0.0270274,0.47740442,0.28597912,0.12418454,0.105222784,0.3445291,0.3445291,0.105222784,0.12418454,-82.13927,17.814312,-4.2904377,9.212592,-8.165517,-25.555618,239.38959,241.66777,82.67993,-68.16098,124.730774,44.91602,143.0,0.034161337,47.560974,7.904762,12.531746,11.048193,0.6385542,0.0,0.0,0.0,0.0,19.512196,0.0,6.0,2.0,143.0,17.0,34.52381,25.7039,965.50214,4.2081585,0.45689988,22.262709,-0.17881478,-24582.447,0.8811012,1.4907235,6.0,47.560974,0.0,0.10828912,-0.0002982829,16.831694,0.014666662,24.458235,917.0,66865.06,598.2052,1.0127345,1.9607872,2.9044242,3.860628,4.6409945,5.224061,5.6600866,6.00245,6.2891216,16.749203,16.613594,19.851019,26.751686,31.96049,35.270454,37.39764,38.984055,40.375534,2.105577,16.718557,16.49748,19.637394,26.47165,31.621735,34.881428,36.966835,38.519176,39.882713,279.51013,272.16684,385.62726,700.7482,999.934,1216.7141,1366.547,1483.7269,1590.6309,35.0
